Links,Brand,Name,Ingredients
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0,Rizos Curls,Rizos Curls Deep Conditioner - 10 fl oz,"Water, Cetyl Alcohol, Stearyl Alcohol, Behentrimonium Chloride, Cetrimonium Chloride, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil, Argania Spinosa Kernel Oil, Butyrospermum Parkii (Shea) Butter, Dl Panthenol (Provitamin B5), Polyquaternium-37, Propylene Glycol Dicaprylate/Dicaprate, Ppg-1 Trideceth-6, Guar Hydroxypropyltrimonium, Phytic Acid, Phenoxyethanol, Ethylhexylglycerin, Fragrance"
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0,Alikay Naturals,Alikay Naturals Honey and Sage Deep Conditioner - 8oz,"Ingredients: Aloe Barbadensis Leaf Juice (Aloe Vera Juice), Honeyquat (Honey), Cetearyl Alcohol (Coconut Derived), Stearalkonium Chloride (Coconut Derived), Salvia Officinalis (Sage) Leaf Powder, Urtica Dioica (Nettle) Leaf Extract, Olea Europaea (Olive) Fruit Oil, Triticum Vulgare (Wheat) Germ Oil, Behentrimonium Methosulfate (Natural Detangling Agent), Silk Amino Acids (Natural Protein), Oryza Sativa (Rice) Bran Oil, (Eucalyptus) Globulus Leaf Oil, Sorbic Acid (Food Grade Preservative), Orbignya Oleifera Seed (Babassu) Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Caramel, Botanical Blend Ingredients"
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0,ORS,ORS Olive Oil Strengthen & Nourish Replenishing Conditioner - 1.75 fl oz,"Ingredients: Aqua, Polyquaternium-37, Glycine Soja (Soybean) Oil, Glycerin, Propylene Glycol Dicaprylate/Dicaprate, Olea Europaea (Olive) Fruit Oil, Citrus Aurantium Dulcis (Orange) Oil, Anthemis Nobilis Flower Extract, Salvia Officinalis (Sage) Extract, Urtica Dioica (Nettle) Extract, Rosmarinus Officinalis (Rosemary) Extract, Aloe Barbadensis Leaf Juice, Achillea Millefolium Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Panthenol, Hydrolyzed Collagen, Silk Amino Acids, Hydrolyzed Glycosaminoglycans, Quaternium-80, Propylene Glycol, Peg-9 Dimethicone, Ppg-1 Trideceth-6, Aminomethyl Propanol, Dimethicone, Disodium Edta, Phenoxyethanol, Benzoic Acid, Ethylhexylglycerin, Glycereth-2 Cocoate, Ci 15985 (Yellow 6), Ci 19140 (Yellow 5)."
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0,Aunt Jackie's,Aunt Jackie's Quench Leave-In Conditioner - 8 fl oz,"Ingredients: Aqua, Glycerin, Cetearyl Alcohol, Cetyl Alcohol, Aloe Barbadensis Leaf Extract, Behentrimonium Methosulfate, Althaea Officinalis Root Extract, Ulmus Fulva Bark Extract, Parfum, Argania Spinosa Kernel Oil, Panthenol, Dehydroacetic Acid, Citric Acid, Phenoxyethanol, Ethylhexylglycerin, Hydrolyzed Wheat Protein, Potassium Sorbate, Ascorbic Acid, Sodium Sulfite, Sodium Benzoate, Butyrospermum Parkii Butter, Olea Europaea Fruit Oil, Benzyl Alcohol, D-Limonene, Hexyl Cinnamal, Linalool, Amyl Cinnamal, Butylphenyl Methylpropional, Citronellol, Hydroxycitronellal, Ci 19140, Ci 42090"
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0,Palmers,Palmer's Coconut Oil Formula Deep Conditioning Protein Pack - 2.1oz,"Water (Aqua), Cocos Nucifera (Coconut) Fruit Extract, Stearyl Alcohol, Cyclopentasiloxane, Peg-40 Stearate, Stearamidopropyl Dimethylamine, Cetyl Alcohol, Cyclohexasiloxane, Behenyl Alcohol, Cetearyl Alcohol, Cocos Nucifera (Coconut) Oil, Glycerin, Dimethicone, Butylene Glycol, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Hydrolyzed Keratin, Gardenia Tahitensis Flower Extract, Nonfat Dry Milk (Sine Adipe Lac), Hydrolyzed Silk, Leuconostoc/Radish Root Ferment Filtrate, Stearalkonium Chloride, Pentylene Glycol, Propylene Glycol, Decylene Glycol, 1, 2-Hexanediol, Hydroxyethylcellulose, Sodium Acetate, Cellulose, Quaternium-26, Myristyl Alcohol, Hydroxyethyl Cetearamidopropyldimonium Chloride, Citric Acid, Disodium Edta, Phenoxyethanol, Ethylhexylglycerin, Dimethyl Stearamine, Fragrance (Parfum), Benzyl Benzoate, Coumarin."
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0,Mane 'N Tail,Mane' n Tail Deep Moisturizing Conditioner - 27.05 fl oz,"Ingredients: Water/Aqua/Eau, Stearyl Alcohol, Cetearyl Alcohol, Cetyl Alcohol, Stearamidopropyl Dimethylamine Lactate, Behentrimonium Methosulfate, Cocos Nucifera (Coconut) Oil, Fragrance (Parfum), Glycerin, Cyclopentasiloxane, Glycine Soja (Soybean) Oil, Dimethicone, Isostearamidopropyl Morpholine Lactate, Olea Europaea (Olive) Fruit Oil, Panthenol, Tocopheryl Acetate, Hydrolyzed Wheat Protein, Methylchloroisothiazolinone Methylisothiazolinone, Blue 1 (Ci 42090), Yellow 5 (Ci 19140), Butylphenyl Methylpropional."
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0,Botanika,Botanika The Revitalizer Deep Conditioning Mask - 12oz,"Ingredients: Water (Aqua, Eau), Cetearyl Alcohol, Behentrimonium Chloride Dimethicone, Amodimethicone, Cetyl Alcohol, Behentrimonium Methosulfate C10-40 Isoalkylamidopropylethvudimo Nium Ethosulfate, Persea Gratissima (Avocacool Butyrospermum Parkii (Shea Butter), Mangifera Indica (Mango) Seed Butter, Olea Europaea (Ouve) Fruit Oil, Cyclopentasiloxane, Dimethiconol, Eucalyptus Globulus Leaf Extract, Panax Ginseng Root Extract Honey, Caprylic/Capric Triglyceride, Cocos Nu Opera (Coconut) Oil, Hydrolyzed Wheat Protein, Hydrclyded, Wheat Starch, Allium Sativum (Garlic) Bulb Extract, Coriandrum Sativum (Coriander) Seed Oil Anamu Extract, Pimenta Acris (Bay) Leaf Oil, Tocopheryl Acetate, Panthenol, Disodium Edta Citric Acid, Phenoxyethanol, Benzoic Acid, Ethylhexylglycerin, Glycereth-2 Cocoate, Fragrance (Parfum) Linalool."
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0,Aunt Jackie's,Aunt Jackie's Rescued Thirst Quenching Recovery Conditioner - 15oz,"Ingredients: Aqua, Cetearyl Alcohol, Glycerin, Butyrospermum Parkii Butter, Parfum, Polyquaternium-37, Vitis Vinifera Seed Oil, Propylene Glycol Dicaprylate/Dicaprate, Behentrimonium Methosulfate, Argania Spinosa Kernel Oil, Cetyl Alcohol, Cocos Nucifera Oil, Phenoxyethanol, Persea Gratissima Oil, Linum Usitatissimum Seed Oil, Aloe Barbadensis Leaf Extract, Olea Europaea Fruit Oil, Calophyllum Inophyllum Seed Oil, Ppg-1 Trideth-6, Acrylamidopropyltrimonium Chloride/Acrylamide Copolymer, Hydrolyzed Wheat Protein, Ricinus Communis Seed Oil, Mentha Piperita Oil, Iodopropynyl Butylcarbamate, Hydrolyzed Quinoa, Potassium Sorbate, Glycerin Soja Oil, Tocopherol, Butylene Glycol, Citric Acid, Ascorbic Acid, Sodium Sulfate, Sodium Benzoate, Ethylhexylglycerin, Benzyl Salicylate, Linalool, Geraniol, Citronellol, Benzyl Alcohol, Hexyl Cinnamal"
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0, collection,Curl Theory Super Deep Conditioner - 12 fl oz,"Water, Behentrimonium Methosulfate, Cetyl Alcohol, Butyrospermum Parkii (Shea Butter), Simmondsia Chinesis (Jojoba) Seed Oil, Olea Europaea (Olive) Fruit Oil, Sorbitol, Cetrimonium Chloride, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Polysorbate 60, Hydrolyzed Vegetable Protein Pg-Propyl Silanetriol, Hydroxypropyltrimonium Honey, Camellia Oleifera (Green Tea) Leaf Extract, Camellia Sinensis (Green Tea) Leaf Extract, Sodium Hydroxymethylglycinate, Fragrance From Essential Oils."
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0,Tio Nacho,Tio Nacho Ginseng Conditioner - 14 fl oz,No Info
https://www.target.com/c/textured-hair-care/deep-conditioners/-/N-4rsrfZtq8xq?type=products&Nao=0,Novex,Novex Brazilian Keratin Recharge Tube Leave in Conditioner - 2.8 fl oz,"Aqua, Cetearyl Alcohol, Glycerin, Paraffinum Liquidum, Isopropyl Myristate, Diisopropyl Adipate, Dicaprylyl Carbonate, Behentrimonium Methosulfate, Benzyl Alcohol, Butyrospermum Parkii Butter, Parfum, Cetrimonium Chloride, Alcohol, Disodium Edta, Benzoic Acid, Panthenol, Bht, Linalool, Hexyl Cinnamal, Cetyl Alcohol, Sorbic Acid, Hydrolyzed Wheat Protein, Benzyl Salicylate, Hydrolyzed Soy Protein, Hydrolyzed Corn Protein, Tocopheryl Acetate, Butylphenyl Methylpropional, C10-40 Isoalkylamidopropylethyldimonium Ethosulfate, D-Limonene, Citronellol, Geraniol, Phenoxyethanol, Coumarin, Benzyl Benzoate, Citral, Tocopherol, Hydroxycitronellal, Isoeugenol, Eugenol, Amyl Cinnamal, Cinnamyl Alcohol, Cinnamal."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Cantu,Cantu Hair Shampoo - 13.5 fl oz,"Ingredients: Water (Aqua, Eau), Vinegar (Acetum), Melaleuca Alternifolia (Tea Tree) Leaf Oil, Butyrospermum Parkii (Shea) Butter, Hydrolyzed Adansonia Digitata Seed Protein (Baobab), Panthenol, (Oat) Beta-Glucan, Vaccinium Myrtillus Fruit Extract (Bilberry), Saccharum Officinarum (Sugarcane) Extract, Acer Saccharum (Sugar Maple) Extract, Arginine, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Aspartic Acid, Glycerin, Sodium Pca, Pca, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Menthol, Sodium Lactate, Polysorbate 20, Cetrimonium Chloride, Hydroxyethylcellulose, Sodium Benzoate, Polyacrylamidopropyltrimonium Chloride, Fragrance (Parfum), Benzyl Benzoate, Benzyl Salicylate, Potassium Sorbate, Sodium Hydroxide, Citric Acid."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,SheaMoisture,SheaMoisture Power Greens Sulfate Free Shampoo for Curly Hair Moringa and Avocado - 13 fl oz,No Info
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Camille Rose,Camille Rose Sweet Ginger Cleansing Rinse - 12oz,"Ingredients: Water, Infused Ginger Root Oil, Disodium Cocoamphotdipropionate, Sodium C14-16 Olefin Sulfonate (Sulfate Free Cleanser), Cocamidopropyl Betaine (Coconut Cleanser), Citric Acid, Aniseed Oil, Ricinus Communis (Castor) Seed Oil, Phenoxyethanol (Preservative), Sodium Cocoyl Isethionate (Coconut Cleanser), Polyquaternium - 10, Decyl/Lauryl Glucoside (Sugar Based Cleanser), Glycol Distearate (Vegetable Derived), Guar Chloride, Scent And Love!"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,ORS,ORS Olive Oil Creamy Aloe Shampoo - 12.5 fl oz,"Aqua, Ammonium Lauryl Sulfate, Ammonium Laureth Sulfate, Disodium Cocoamphodipropionate, Cocoamide Mea, Trideceth-7 Carboxylic Acid, Polyquaternium-10, Cetrimonium Chloride, Olea Europaea (Olive) Fruit Oil, Aloe Barbadensis Leaf Juice, Hydrolyzed Collagen, Glycol Distearate, Laureth-10, Sodium Laureth Sulfate, Polyquaternium-7, Lauryl Glucoside, Sulfated Castor Oil, Lecithin, Propylene Glycol, Ppg-5-Cetheth-10 Phosphate, Peg-12 Oleate, Capric/Caprylic Triglycerides, Coco-Glucoside, Glyceryl Oleate, Cetyl Triethylmonium Dimethicone Peg-8 Succinate, Silcone Quaternium-2 Panthenol Succinate, Parfum, Butylphenyl Methylpropional, Hexyl Cinnamal, Disodium Edta, Citric Acid, Dmdm Hydantoin, Methylchloroisothiazolinone, Methylisothiazolinone, Ci 42053, Ci 19140."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Creme of Nature,Creme of Nature Moisture & Shine Shampoo with Argan Oil - 12 fl oz,"Ingredients: Aqua/Water/Eau, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Cocamide Mea, Parfum (Fragrance), Polyquaternium-10, Glycol Distearate, Glycol Stearate, Glycerin, Dimethicone, Amodimethicone, Argania Spinosa Kernel Oil, Cetrimonium Chloride, Tetrasodium Edta, Citric Acid, Mica, Trideceth-12, Benzyl Benzoate, Phenoxyethanol, Sodium Benzoate, Methylparaben, Ethylparaben, Titanium Dioxide, Yellow 5 (Ci 19140), Red 4 (Ci 14700) (F00016)"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Kinky-Curly,Kinky-Curly Come Clean Shampoo - 8oz,"Purified Water, Citrus Aurantium Dulcis / Organic Mandarin Orange Fruit, Organic Marigold Flower, Salix Alba / Organic White Willow Bark, Ascophyllum Nodosom / Organic Sea Kelp, C14-16 Olefin, Sulfonate And Cocamidopropyl Betaine (Coconut Derived), Phytic Acid, Citric Acid, Sea Salt, Phenoxyethanol, Natural Fragrance."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Mielle Organics,Mielle Rosemary Mint Strengthening Shampoo - 12 fl oz,"Water, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Polyquaternium-7, Cocamide Mipa, Glycol Stearate, Polyquaternium-10, Panthenol, Propylene Glycol, Mentha Piperita (Peppermint) Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Disodium Edta, Phytantriol, *Orbignya Oleifera (Babassu) Seed Oil, *Zingiber Officinale (Ginger) Root Oil, *Cocos Nucifera (Coconut) Oil, Equisetum Arvense (Horsetail Grass) Extract, Lawsonia Inermis (Henna) Extract, Rosmarinus Officinalis (Rosemary) Leaves Extract, Anthemis Nobilis (Chamomile) Flower Extract, Symphytum Officinale (Comfrey) Leaves Extract, Humulus Lupulus (Hops) Extract, Urtica Dioica (Nettle) Extract, Honey, Biotin, Ricinus Communis (Castor) Seed Oil, Phenoxyethanol, Benzoic Acid, Ethylhexylglycerin, Glycereth-2 Cocoate, Fragrance"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,TPH,TPH by TARAJI Master Cleanse Scalp Treatment Wash - 8 fl oz,"Ingredients: Water (Aqua/Eau), Polysorbate 20, Hamamelis Virginiana (Witch Hazel) Water, Cocamidopropyl Betaine, Glycerin, Fragrance (Parfum), Phenoxyethanol, Polyglyceryl-6 Caprylate, Polyglyceryl-4 Caprate, Propanediol, Menthol, Disodium Edta, Ethylhexylglycerin, Benzalkonium Chloride, Ziziphus Joazeiro Bark Extract, Citric Acid, Panthenol, Benzoic Acid, Chamomilla Recutita (Matricaria) Flower Extract, Eucalyptus Globulus Leaf Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Limonene."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Johnson's,Johnson's Ultra Hydrating Shampoo - 13.6 fl oz,"Ingredients: Water*, Cocamidopropyl Betaine*, Decyl Glucoside*, Glycerin*, Lauryl Glucoside*, Sodium Methyl Cocoyl Taurate*, Sodium Cocoyl Isethionate*, Peg-80 Sorbitan Laurate, Citric Acid*, Peg-150 Distearate, Glycol Distearate*, Sodium Benzoate, Fragrance, Polyquaternium-10, Disodium Edta, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Panthenol, Tocopheryl Acetate, Magnesium Aspartate, Zinc Gluconate*, Milk Protein*, Copper Gluconate*"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Camille Rose,Camille Rose Neroli Blossom Cleansing Milk - 8 fl oz,"Ingredients Water (Aqua), Cashew Nut Milk, Olive Fruit Oil, Neroli Orange Blossom Water, Cocoa Seed Butter, Sweet Almond Oil, Cetearyl Alcohol, Coco-Betaine, Behentrimonium Methosulfate, Citric Acid, Fragrance, Love!"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,SheaMoisture,SheaMoisture Hydrate + Repair Shampoo - 13 fl oz,No Info
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Head & Shoulders,Head & Shoulders Royal Oils Moisture Boost Scalp Care Shampoo with Coconut Oil & Apple Cider Vinegar - 13.5 fl oz,Pyrithione Zinc (1 %)
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Carol's Daughter,Carol's Daughter Wash Day Delight Shampoo - 16 fl oz,"1213537cd - Aqua / Water, Coco-Glucoside, Glycerin, Parfum / Fragrance, Citric Acid, Salicylic Acid, Potassium Hydroxide, Linalool, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Aloe Barbadensis Leaf Juice, Limonene, Geraniol, Citral, Potassium Sorbate, Sodium Benzoate."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Rizos Curls,Rizos Curls Hydrating Shampoo - 10 fl oz,"Water (Aqua), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate, Cocamidopropylamine Oxide, Sodium Lauroyl Sarcosinate, Glycereth 26, Moringa Oleifera Seed Oil, Butyrospermum Parkii (Shea) Butter, Dl Panthenol (Provitamin B5), Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Behentrimonium Chloride, Glycerin, Cetyl Alcohol, Glycol Distearate, Polyquaternium 7, Stearyl Alcohol, Disodium Edta, Citric Acid, Phenoxyethanol, Ethylhexylglycerin, Fragrance (Parfum)"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Cantu,Cantu Shea Butter Natural Hair Cleansing Cream Shampoo - 25oz,"Ingredients: Aqua (Water), Sodium Alpha Olefin (C-14-16) Sulfonate, Cocamidopropyl Betaine, Acrylates Copolymer, Cocamide Dipa, Glycerin, Glycol Distearate, Steareth-4, Phenoxyethanol, Parfum (Fragrance), Peg-150 Distearate, Butyrospermum Parkii (Shea) Butter, Polyquaternium-39, Polyester-11, Sodium Hydroxide, Guar Hydroxypropyltrimonium Chloride, Disodium Edta, Panthenol, Ethylhexylglycerin, Polysorbate-20, Sodium Chloride, Citric Acid, Benzylbenzoate."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,TPH,TPH by TARAJI Honey Fresh Clarifying Shampoo with Moisture - 12 fl oz,"Water (Aqua/Eau), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Glycerin, Fragrance Parfum), Glycol Distearate, Phenoxyethanol, Lauryl Lactyl Lactate, Acrylates Copolymer, Peg-150 Distearate, Phospholipids, Peg-200 Hydrogenated Glyceryl Palmate, Glycine Soja (Soybean) Oil, Polysorbate 20, Chlorphenesin, Citric Acid, Guar Hydroxypropyltrimonium Chloride, Disodium Edta, Hydroxyethylcellulose, Menthol, Peg-7 Glyceryl Cocoate, Ethylhexylglycerin, Sodium Hydroxide, Glycolipids, Glycine Soja (Soybean) Sterols, Aloe Barbadensis Leaf Juice, Eucalyptus Globulus Leaf Oil, Butylene Glycol, Honey, Salix Nigra (Willow) Bark Extract, Camellia Sinensis Leaf Extract, Limonene."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Aunt Jackie's,Aunt Jackie's Oh So Clean Moisturizing & Softening Shampoo - 12 fl oz,"Ingredients: Aqua, Sodium C14-16 Olefin Sulfonate, Cocamide Mea, Cocamidopropyl Betaine, Glycol Stearate, Glycerin, Parfum, Sodium Chloride, Polyquaternium-7, Butyrospermum Parkii Butter, Olea Europaea Fruit Oil, Tetrasodium Edta, Magnesium Nitrate, Sodium Benzoate, Methylchloroisothiazolinone, Magnesium Chloride, Methylisothiazolinone, Citric Acid, D-Limonene, Hexyl Cinnamal, Linalool, Amyl Cinnamal, Butylphenyl Methylpropional, Ci 15985, Ci 47005"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Mane 'N Tail,Mane 'n Tail and Body Original Shampoo - 32 fl oz,"Water, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Cocamide Mea, Glycol Distearate, Propylene Glycol, Fragrance, Hydrolyzed Collagen, Citric Acid, Methylchloroisothiazolinone/ Methylisothiazolinone, Butylphenol Methylpropional."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Creme of Nature,Crème Of Nature Moisturizing Dry Defense Shampoo - 12 fl oz,"Ingredients: Aqua/Water/Eau, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Cocamide Mea, Parfum (Fragrance), Polyquaternium-10, Glycol Distearate, Glycol Stearate, Polysorbate 20, Panthenol, Glycerin, Dimethicone, Mel (Honey (Miel), Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter, Triethanolamine, Lauryl Alcohol Diphosphonic Acid, Pentylene Glycol, Lauric Acid, Mica, Benzophenone-4, Tetrasodium Edta, Citric Acid, Phenoxyethanol, Sodium Benzoate, Methylparaben, Ethylparaben, Yellow 6 (Ci 15985), Titanium Dioxide (Ci 77891), Red 4 (Ci 14700), Blue 1 (Ci 42090)."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Odele,Odele Curl Defining No Lather Shampoo - 13 fl oz,"Water, Tetrasodium Glutamate Diacetate, Cetearyl Alcohol, Cocamidopropyl Betaine, Glycerin, Propanediol, Stearic Acid, Amaranthus Caudatus Seed Extract, Hydrolyzed Rice Protein, Xanthan Gum, Guar Hydroxypropyltrimonium Chloride. Cetyl Alcohol, Mannan, Steareth-2, Steareth-100, Hydroxyethylcellulose, Phenoxyethanol, Ethylhexylglycerin, Citric Acid, Fragrance"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Curls,Curls Blueberry Bliss Reparative Hair Wash 8 - fl oz,"Ingredients: Purified Water, Cocamidopropyl Betaine, Glycerin, Glycol Stearate, Polyquaternium-10, Certified Organic Blueberry Fruit Extract, Certified Organic Aloe Barbadensis Leaf Juice, Certified Organic Anthemis Nobilis Flower (Chamomile) Extract, Hydrolyzed Soy Protein, Polyquaternium-7, Cocamide Dipa, Fragrance, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Copper Pca, Citric Acid"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,Pantene,Pantene Gold Series Moisture Boost Shampoo - 9.1 fl oz,"Water, Sodium Laureth Sulfate, Sodium Citrate, Cocamidopropyl Betaine, Sodium Xylenesulfonate, Sodium Lauryl Sulfate, Stearyl Alcohol, Sodium Chloride, Fragrance, Argania Spinosa Kernel Oil, Cetyl Alcohol, Glycerin, Dimethiconol, Guar Hydroxypropyltrimonium Chloride, Dimethicone, Citric Acid, Sodium Benzoate, Tea-Dodecylbenzenesulfonate, Tetrasodium Edta, Trisodium Ethylenediamine Disuccinate, Trideceth-10, Polyquaternium-6, Polyquaternium-10, Trihydroxystearin, Mica, Titanium Dioxide, Panthenol, Panthenyl Ethyl Ether, Silica, Iron Oxides, Methylchloroisothiazolinone, Methylisothiazolinone."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,DevaCurl,Devacurl Ultra Defining Gel - 12 fl oz,No Info
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=0,TGIN,TGIN Moisture Rich Sulfate Free Shampoo For Natural Hair With Amla Oil and Coconut Oil -13 fl oz,"Aqua (Purified Water) Infused With Phyllanthus Emblica Fruit (Amla) Extract, Vaccinium Myrtillus (Bilberry) Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis(Orange) Fruit Extract, And Citrus Medica Limonum (Lemon) Fruit, Disodium Cocoamphodipropionate, Sodium C14-16 Olefin Sulfonate, Polysorbate 20, Cocamidopropyl Betaine (Derived From Coconut), Sodium Cocoyl Isethionate, Decyl Glucoside, Polyquaternium-10, Citric Acid, Phenoxyethanol, Fragrance, Caprylyl Glycol, Edta Disodium, Panthenol (Pro Vitamin B5), Tocopheryl Acetate (Vitamin E)."
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=24,Mielle Organics,Mielle Organics Babassu Oil Conditioning Sulfate-Free Shampoo - 8 fl oz,"Ingredients: Water (Aqua, Eau), Decyl Glucoside, Cocamidopropylamine Oxide, Polysorbate-20, Peg-40 Hydrogenated Castor Oil, Cocamidopropyl Betaine, Sodium C14-16 Olefin Sulfonate, Acetamide Mea, Fragrance (Parfum), Phenoxyethanol, Polyquaternium-10, Citric Acid, Benzoic Acid, Ethylhexyl Glycerin, Glycereth-2 Cocoate, Citral, Citronellol, Limonene, Linalool, *Orbignya Oleifera (Babassu) Seed Oil *Certified Organic Ingredient"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=24,SheaMoisture,SheaMoisture Red Palm Oil & Cocoa Butter Detangling Shampoo - 13.5 fl oz,"Water, Decyl Glucoside, Cocamidopropyl Betaine, Sodium Lauroyl Lactylate, Glycol Distearate, Sodium Cocoyl Isethionate, Frangrance (Essential Oil Blend), Elaeis Guineensis (Palm) Oil, Glycerin (Vegetable), Propanediol, Guar Hydroxypropyltrimonium Chloride, Butyrospermum Parkii (Shea) Butter*~, Panthenol, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Theobroma Cacao (Cocoa) Seed Butter, Equisetum Arvense Extract, Polyquaternium-7, Linum Usitatissimum (Linseed) Seed Oil, Hydrolyzed Soy Protein, Glycyrrhiza Glabra (Licorice) Root Extract, Aloe Barbadensis Leaf Juice, Camellia Sinensis (Green Tea) Leaf Extract, Tocopherol, Triethyl Citrate, Caprylyl Glycol, Benzoic Acid"
https://www.target.com/c/textured-hair-care/hair-shampoos/-/N-4rsrfZlga4c?type=products&Nao=24,Dove Beauty,Dove Beauty Hydrating Cleanse Shampoo - 11.5 fl oz,"Water (Aqua), Cocamidopropyl Betaine, Sodium Methyl, Cocoyl Taurate, Sodium Chloride, Aloe Barbadensis Leaf Juice, Butyrospermum Parkii (Shea) Butter, M Cocos Nucifera (Coconut) Oil, Fragrance (Parfum), Citric Acid, Sodium Benzoate, Gluconolactone, Coconut Acid, Polyquaternium-10, Steramidopropyl Dimethylamine, Trehalose, Disodium Edta, Benzyl Alcohol, Benzyl Salicylate, Hexyl Cinnamal, Linalool."
